Census Tract,FIPS,Area (Land),Area (Water),Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total:,Area Total: Area (Land),Area Total: Area (Water),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Owner Occupied Housing Units,"Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",Owner Occupied Housing Units: Non-White Homeowners,Renter-Occupied Housing Units,Renter-Occupied Housing Units: White Alone Householder,Renter-Occupied Housing Units: Black or African American Alone Householder,Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,Renter-Occupied Housing Units: Asian Alone Householder,Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,Renter-Occupied Housing Units: Some Other Race Alone Householder,Renter-Occupied Housing Units: Two or More Races Householder,"Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",Renter-Occupied Housing Units: Hispanic or Latino Householder
602513,06037602513,1787359,11775,1660,2405.437,0.690103197,0.6946496,0.6901032,0.004546353,1660,348,982,38,6,0,235,51,1660,1082,74,982,20,6,0,0,0,578,482,8,474,8,2,6,474,74,320,17,0,0,55,8,14,140
602601,06037602601,1267202,31037,5072,10366.48,0.489269448,0.5012529,0.4892694,0.01198345,5072,507,3008,0,159,10,655,733,5072,3832,358,3008,0,159,10,0,297,1240,1675,1129,546,1129,124,1005,546,19,284,0,82,0,152,9,0,180
602602,06037602602,632412,16478,2839,11626.88,0.244175649,0.2505378,0.2441756,0.006362192,2839,594,1695,0,127,0,154,269,2839,2116,149,1689,0,127,0,31,120,723,1089,622,467,622,44,578,467,137,278,0,0,0,42,10,27,131
602700,06037602700,2471440,11599,3631,3805.169,0.954228359,0.9587067,0.9542283,0.004478399,3631,336,2494,0,187,0,263,351,3631,3018,259,2494,0,187,0,9,69,613,1231,1013,218,1013,34,979,218,75,101,0,0,0,13,29,75,42
602801,06037602801,1253728,0,4052,8370.74,0.484067108,0.4840671,0.4840671,0,4052,768,1933,129,2,14,585,621,4052,2002,49,1869,44,2,14,19,5,2050,1258,332,926,332,10,322,926,196,525,0,0,0,120,85,14,368
602802,06037602802,1335288,0,4637,8994.146,0.515557601,0.5155576,0.5155576,0,4637,468,2814,37,126,27,544,621,4637,3093,45,2719,1,126,27,0,175,1544,1310,1138,172,1138,39,1099,172,35,69,0,7,0,24,37,0,96
602900,06037602900,2796885,1146,4115,3810.597,1.079883382,1.080326,1.079883,0.000442473,4115,695,746,226,374,0,988,1086,4115,1271,88,746,0,374,0,0,63,2844,1329,725,604,725,50,675,604,107,103,43,17,0,74,260,34,450
603004,06037603004,225573,0,1712,19656.87,0.087094226,0.08709422,0.08709422,0,1712,255,395,25,547,0,394,96,1712,1073,125,395,0,542,0,0,11,639,653,126,527,126,18,108,527,84,106,1,186,0,125,25,26,214
603005,06037603005,650731,0,6482,25799.14,0.251248654,0.2512487,0.2512487,0,6482,977,1563,27,893,0,1529,1493,6482,3130,209,1563,0,893,0,104,361,3352,2042,642,1400,642,94,548,1400,143,474,20,121,0,330,312,17,689
603006,06037603006,687534,0,1864,7021.816,0.265458373,0.2654584,0.2654584,0,1864,217,102,30,896,0,403,216,1864,1135,93,87,17,879,0,0,59,729,836,415,421,415,18,397,421,32,91,0,162,0,78,58,10,150
603007,06037603007,670251,0,3473,13420.39,0.258785369,0.2587854,0.2587854,0,3473,721,917,0,704,0,770,361,3473,2313,298,917,0,704,0,83,311,1160,1172,431,741,431,63,368,741,127,325,0,96,0,193,0,50,270
603008,06037603008,468177,0,4133,22864.04,0.180764158,0.1807642,0.1807642,0,4133,135,666,49,708,0,1939,636,4133,1469,97,616,0,708,0,34,14,2664,1152,399,753,399,40,359,753,0,209,0,118,0,239,187,0,442
603101,06037603101,881550,0,4735,13911.4,0.340368372,0.3403684,0.3403684,0,4735,1200,501,0,1498,0,847,689,4735,2706,611,471,0,1470,0,0,154,2029,1605,502,1103,502,112,390,1103,269,169,0,373,0,166,126,176,387
603102,06037603102,745751,0,3859,13402.28,0.287936083,0.2879361,0.2879361,0,3859,865,565,7,1077,0,1116,229,3859,2045,409,470,7,1077,0,0,82,1814,1251,344,907,344,86,258,907,199,212,0,264,0,183,49,72,376
603200,06037603200,1105763,33318,3368,7888.743,0.426937499,0.4398017,0.4269375,0.01286415,3368,631,133,19,1595,0,715,275,3368,2357,327,117,0,1595,0,267,51,1011,1270,799,471,799,76,723,471,114,8,9,206,0,127,7,89,146
603301,06037603301,974749,0,3461,9196.161,0.376352709,0.3763527,0.3763527,0,3461,402,96,81,1657,0,654,571,3461,2365,280,84,0,1638,0,51,312,1096,1388,486,902,486,58,428,902,106,0,7,496,0,149,144,65,222
603302,06037603302,1124528,10554,4117,9482.184,0.434182707,0.4382576,0.4341827,0.004074922,4117,686,295,16,1812,0,935,373,4117,2565,381,295,7,1812,0,0,70,1552,1585,912,673,912,61,851,673,80,115,7,317,0,128,26,22,204
603400,06037603400,1134323,0,3836,8758.699,0.437964577,0.4379646,0.4379646,0,3836,967,602,0,1039,21,673,534,3836,2337,480,602,0,1002,21,5,227,1499,1432,890,542,890,289,601,542,182,58,0,166,0,105,31,41,267
603500,06037603500,794497,1096,2987,9737.349,0.30675702,0.3071802,0.306757,0.000423168,2987,813,428,10,579,26,468,663,2987,1372,234,421,0,562,26,89,40,1615,875,666,209,666,83,583,209,40,38,0,45,18,30,38,21,87
603600,06037603600,937511,0,4324,11945.58,0.361975036,0.361975,0.361975,0,4324,1613,247,122,1164,0,868,310,4324,2489,966,247,0,1066,0,64,146,1835,1404,1076,328,1076,389,687,328,128,21,0,64,0,104,11,32,211
603702,06037603702,2534640,73247,5015,5124.511,0.978630017,1.006911,0.97863,0.02828083,5015,2287,13,70,1035,0,992,618,5015,3075,1748,13,70,961,0,0,283,1940,1717,1530,187,1530,815,715,187,61,0,0,45,0,81,0,61,81
603703,06037603703,651955,0,2542,10098.47,0.251721243,0.2517212,0.2517212,0,2542,1139,132,20,525,0,348,378,2542,1268,563,130,0,519,0,0,56,1274,845,789,56,789,328,461,56,22,19,0,7,0,8,0,22,8
603705,06037603705,270905,0,2824,26998.86,0.10459701,0.104597,0.104597,0,2824,284,1521,0,47,0,817,155,2824,1751,171,1521,0,47,0,0,12,1073,931,349,582,349,79,270,582,35,347,0,6,0,159,35,25,204
603706,06037603706,353446,20544,3366,24665.44,0.136466269,0.1443983,0.1364663,0.007932083,3366,712,421,500,116,0,999,618,3366,773,234,421,0,116,0,0,2,2593,1047,29,1018,29,0,29,1018,188,255,101,63,0,250,161,52,648
603801,06037603801,666616,0,4827,18754.23,0.257381887,0.2573819,0.2573819,0,4827,1895,666,39,789,0,603,835,4827,2157,685,647,10,789,0,3,23,2670,1544,483,1061,483,102,381,1061,380,275,0,107,0,151,148,137,536
603802,06037603802,630818,0,3941,16180.8,0.243560202,0.2435602,0.2435602,0,3941,1249,519,24,649,0,722,778,3941,1795,452,519,0,649,0,9,166,2146,1152,542,610,542,90,452,610,243,52,16,86,0,124,89,99,373
603901,06037603901,735668,0,3685,12973.39,0.284043015,0.284043,0.284043,0,3685,1452,273,0,273,0,557,1130,3685,1132,603,210,0,273,0,0,46,2553,1238,593,645,593,222,371,645,249,68,0,35,0,123,170,106,390
603902,06037603902,751354,0,3211,11068.62,0.290099414,0.2900994,0.2900994,0,3211,1223,0,0,339,0,980,669,3211,844,407,0,0,339,0,66,32,2367,1108,542,566,542,126,416,566,291,0,0,41,0,72,162,102,423
604001,06037604001,659021,0,5151,20243.71,0.254449441,0.2544494,0.2544494,0,5151,1718,173,209,475,16,1175,1385,5151,1494,665,173,0,466,16,0,174,3657,1221,422,799,422,113,309,799,299,44,30,120,0,177,129,196,448
604002,06037604002,650674,0,3819,15201.41,0.251226647,0.2512266,0.2512266,0,3819,1599,201,0,441,37,886,655,3819,1785,1025,201,0,435,37,10,77,2034,1422,381,1041,381,176,205,1041,457,61,0,113,28,229,153,259,553
604101,06037604101,480268,0,4108,22153.61,0.185432519,0.1854325,0.1854325,0,4108,1572,119,210,220,0,1009,978,4108,937,518,78,62,208,0,0,71,3171,1136,317,819,317,69,248,819,326,13,43,42,0,197,198,132,590
604102,06037604102,533455,0,2811,13647.74,0.205968136,0.2059681,0.2059681,0,2811,1236,113,14,284,0,643,521,2811,958,557,113,14,260,0,0,14,1853,863,300,563,300,106,194,563,177,80,0,58,0,90,158,62,349
604200,06037604200,1256627,929,5802,11958.29,0.485186418,0.4855451,0.4851864,0.000358689,5802,1829,1377,25,138,12,2064,357,5802,2176,448,1372,0,138,12,158,48,3626,1658,759,899,759,47,712,899,187,245,9,31,12,336,79,43,568
609900,06037609900,531815,0,1758,8561.622,0.205334928,0.2053349,0.2053349,0,1758,999,151,23,161,9,123,292,1758,787,421,151,0,143,9,15,48,971,612,354,258,354,173,181,258,153,14,4,11,0,23,53,84,137
620001,06037620001,1163578,0,4338,9655.879,0.449259997,0.44926,0.44926,0,4338,2603,301,13,431,0,121,869,4338,3373,2188,301,0,431,0,7,446,965,1679,836,843,836,523,313,843,519,12,13,54,0,42,203,454,253
620002,06037620002,1184742,0,3637,7950.918,0.457431463,0.4574315,0.4574315,0,3637,2448,141,0,554,0,119,375,3637,3132,2216,141,0,554,0,0,221,505,1505,546,959,546,427,119,959,590,20,0,167,0,56,126,567,148
620101,06037620101,1335926,3064,5482,10628.07,0.515803934,0.516987,0.5158039,0.001183017,5482,3545,340,0,427,0,78,1092,5482,4340,3051,340,0,427,0,0,522,1142,2124,1101,1023,1101,722,379,1023,720,46,0,60,0,18,179,605,190
620102,06037620102,871913,0,3624,10764.97,0.336647506,0.3366475,0.3366475,0,3624,2663,36,22,302,0,60,541,3624,3029,2361,36,9,302,0,8,313,595,1767,502,1265,502,441,61,1265,986,13,3,151,0,29,83,856,182
620201,06037620201,229583,183201,1603,18083.88,0.088642496,0.1593768,0.08864249,0.07073431,1603,1351,6,0,82,0,42,122,1603,1511,1328,6,0,82,0,0,95,92,916,284,632,284,240,44,632,534,0,0,7,0,26,65,522,58
620301,06037620301,1038671,0,4483,11178.63,0.401033132,0.4010331,0.4010331,0,4483,3448,36,0,591,0,91,317,4483,3932,3138,36,0,591,0,44,123,551,1542,1285,257,1285,948,337,257,239,0,0,0,0,0,18,227,30
620303,06037620303,1158102,0,4934,11034.43,0.447145701,0.4471457,0.4471457,0,4934,3807,0,0,669,0,21,437,4934,4578,3754,0,0,669,0,0,155,356,1829,1278,551,1278,1018,260,551,512,0,0,8,0,0,31,512,27
620305,06037620305,1265579,1275093,6021,12321.88,0.488642805,0.980959,0.4886428,0.4923162,6021,4913,0,9,641,16,80,362,6021,5597,4726,0,9,641,16,20,185,424,2298,1325,973,1325,1097,228,973,833,0,0,110,0,14,16,833,25
620400,06037620400,2567686,10360,5156,5200.783,0.991389149,0.9953892,0.9913892,0.004000018,5156,3086,15,45,1409,0,41,560,5156,4785,2959,15,0,1409,0,0,402,371,1995,1462,533,1462,887,575,533,452,15,0,0,0,0,66,452,37
620501,06037620501,2590361,0,5899,5898.15,1.000144016,1.000144,1.000144,0,5899,2923,515,0,1012,0,330,1119,5899,4875,2690,460,0,1012,0,48,665,1024,2124,1383,741,1383,785,598,741,372,163,0,65,0,0,141,372,127
620521,06037620521,644213,0,4609,18529.98,0.24873204,0.248732,0.248732,0,4609,2967,33,0,879,20,257,453,4609,3751,2612,33,0,869,20,23,194,858,1784,772,1012,772,461,311,1012,594,0,0,211,0,75,132,547,183
620522,06037620522,748359,0,4748,16432.3,0.288943038,0.2889431,0.2889431,0,4748,2772,55,0,738,0,361,822,4748,3931,2558,55,0,738,0,129,451,817,1873,1100,773,1100,811,289,773,477,55,0,105,0,57,79,448,98
620601,06037620601,1365682,0,5841,11077.34,0.527292791,0.5272928,0.5272928,0,5841,2883,105,15,1757,0,238,843,5841,4750,2308,104,0,1729,0,0,609,1091,2221,878,1343,878,284,594,1343,848,0,0,213,0,27,255,702,285
620602,06037620602,1348736,0,5432,10431.11,0.520749903,0.5207499,0.5207499,0,5432,3607,0,47,800,112,87,779,5432,4574,3051,0,26,795,112,0,590,858,2006,1618,388,1618,1096,522,388,275,0,0,61,0,0,52,247,50
620701,06037620701,1019068,0,7651,19445.22,0.393464371,0.3934644,0.3934644,0,7651,4737,337,46,1515,0,148,868,7651,6487,4070,337,46,1515,0,28,491,1164,2941,1487,1454,1487,924,563,1454,1030,19,0,162,0,99,144,806,395
620703,06037620703,577439,0,3727,16716.72,0.222950454,0.2229505,0.2229505,0,3727,2615,92,43,416,0,112,449,3727,3213,2348,62,43,416,0,45,299,514,1254,984,270,984,719,265,270,245,0,0,16,0,0,9,200,45
620704,06037620704,747423,0,3720,12890.63,0.288581646,0.2885816,0.2885816,0,3720,2378,32,5,855,0,72,378,3720,3419,2257,32,5,855,0,0,270,301,1163,758,405,758,483,275,405,270,7,0,60,0,0,68,270,0
620801,06037620801,1193767,0,4019,8719.593,0.460916035,0.460916,0.460916,0,4019,2542,4,0,1196,0,18,259,4019,3779,2461,4,0,1196,0,0,118,240,1318,1207,111,1207,807,400,111,67,0,0,12,0,0,32,47,20
620802,06037620802,1286519,0,3434,6913.243,0.496727784,0.4967278,0.4967278,0,3434,2667,76,38,410,28,57,158,3434,3158,2496,76,38,410,28,14,96,276,1351,860,491,860,600,260,491,416,54,7,0,0,14,0,396,20
620901,06037620901,873408,0,2700,8006.53,0.337224728,0.3372247,0.3372247,0,2700,1870,11,0,273,0,31,515,2700,2372,1819,11,0,273,0,24,245,328,1056,927,129,927,755,172,129,100,0,0,16,0,8,5,90,10
620904,06037620904,576178,413509,2773,12464.96,0.222463579,0.3821203,0.2224636,0.1596567,2773,2445,0,12,54,0,29,233,2773,2618,2418,0,0,54,0,0,146,155,1095,763,332,763,696,67,332,249,0,0,23,0,22,38,243,28
621001,06037621001,951843,0,4575,12448.69,0.367508653,0.3675086,0.3675086,0,4575,3568,0,0,317,0,179,511,4575,3955,3302,0,0,317,0,29,307,620,1998,1151,847,1151,881,270,847,732,0,0,30,0,32,53,658,115
621005,06037621005,1148249,945338,4587,10346.43,0.443341436,0.8083385,0.4433414,0.3649971,4587,4157,9,2,133,0,45,241,4587,4216,3928,9,0,133,0,0,146,371,2408,1270,1138,1270,1106,164,1138,1083,0,0,0,0,6,49,1083,55
621102,06037621102,543797,0,3414,16260.15,0.209961204,0.2099612,0.2099612,0,3414,2392,36,0,382,13,70,521,3414,3091,2287,36,0,382,13,0,373,323,1245,837,408,837,623,214,408,347,0,0,19,0,29,13,328,48
621104,06037621104,1048848,606445,6975,17223.82,0.404962494,0.6391122,0.4049625,0.2341497,6975,5111,65,0,599,0,204,996,6975,6061,4835,65,0,574,0,0,587,914,3231,1306,1925,1306,1041,265,1925,1520,42,0,150,0,106,107,1455,171
621201,06037621201,1640288,0,7601,12001.86,0.633318764,0.6333188,0.6333188,0,7601,4879,307,0,788,31,331,1265,7601,5863,3901,288,0,745,31,20,878,1738,2980,1625,1355,1625,1184,441,1355,1052,0,0,58,0,69,176,849,323
621204,06037621204,1143203,1028847,2769,6273.319,0.441393165,0.8386332,0.4413932,0.3972401,2769,1813,176,16,483,0,141,140,2769,2484,1730,176,16,483,0,26,53,285,1758,579,1179,579,419,160,1179,730,129,0,191,0,54,75,697,119
621301,06037621301,1562902,0,7160,11865.31,0.603439861,0.6034399,0.6034399,0,7160,4557,253,0,1310,0,158,882,7160,6328,4305,253,0,1310,0,84,376,832,2961,1982,979,1982,1431,551,979,708,113,0,67,0,0,91,619,135
621324,06037621324,639616,736749,4027,16306.47,0.246957129,0.5314175,0.2469571,0.2844604,4027,2950,108,10,474,0,108,377,4027,3528,2758,108,0,474,0,0,188,499,2036,612,1424,612,502,110,1424,1047,62,10,186,0,22,97,998,119
621326,06037621326,739747,963934,3047,10668.1,0.285617926,0.657795,0.2856179,0.372177,3047,2134,67,0,234,32,56,524,3047,2628,2028,57,0,234,32,13,264,419,1721,350,1371,350,171,179,1371,1131,37,0,44,32,26,101,1069,136
621400,06037621400,1284962,0,4389,8846.532,0.496126623,0.4961266,0.4961266,0,4389,2804,125,23,539,0,342,556,4389,3596,2593,125,23,539,0,44,272,793,1740,862,878,862,653,209,878,619,24,23,75,0,97,40,551,191
650001,06037650001,1584145,26087,5807,9494.118,0.61164183,0.6217141,0.6116418,0.01007225,5807,1630,84,84,2612,0,800,597,5807,4534,1458,84,12,2612,0,27,341,1273,2243,1584,659,1584,434,1150,659,202,50,0,170,0,194,43,141,255
650003,06037650003,507940,0,3057,15587.65,0.196116739,0.1961167,0.1961167,0,3057,1080,251,0,979,26,322,399,3057,2446,995,251,0,979,26,0,195,611,1181,459,722,459,226,233,722,198,149,0,161,26,128,60,177,181
650004,06037650004,755674,9874,4179,14323.05,0.291767375,0.2955798,0.2917674,0.003812373,4179,1238,198,4,1912,0,345,482,4179,2891,613,184,0,1912,0,0,182,1288,1496,630,866,630,185,445,866,198,102,0,288,0,148,130,107,293
650101,06037650101,1896575,6911,5532,7554.573,0.732271733,0.7349401,0.7322717,0.002668352,5532,1049,70,25,3186,14,369,819,5532,4550,954,70,18,3084,14,0,410,982,2079,1597,482,1597,407,1190,482,45,0,0,350,6,0,81,45,81
650102,06037650102,852348,0,2154,6545.254,0.329093417,0.3290934,0.3290934,0,2154,917,33,2,674,0,251,277,2154,1653,754,33,0,670,0,0,196,501,732,527,205,527,273,254,205,66,26,0,24,0,32,57,40,75
650200,06037650200,2424178,0,6056,6470.221,0.935980398,0.9359804,0.9359804,0,6056,2569,232,8,1651,0,730,866,6056,4206,2089,232,0,1572,0,0,313,1850,1847,1444,403,1444,623,821,403,157,31,0,53,0,121,41,149,129
650300,06037650300,1876482,0,7326,10111.61,0.724513782,0.7245138,0.7245138,0,7326,1859,294,11,3077,33,886,1166,7326,5533,1661,247,11,3077,33,159,345,1793,2559,1070,1489,1070,404,666,1489,551,120,0,503,0,116,199,551,295
650401,06037650401,3507318,716,4295,3171.654,1.354183108,1.35446,1.354183,0.000276449,4295,1785,92,15,1444,0,412,547,4295,3355,1559,84,0,1444,0,43,225,940,1507,1280,227,1280,581,699,227,155,0,0,41,0,14,17,144,25
650501,06037650501,992864,0,2833,7390.172,0.38334695,0.3833469,0.3833469,0,2833,1489,0,0,938,0,42,364,2833,2406,1187,0,0,938,0,0,281,427,951,820,131,820,492,328,131,116,0,0,7,0,8,0,60,64
650502,06037650502,1333152,0,4222,8202.313,0.514732887,0.5147329,0.5147329,0,4222,2268,288,0,1133,0,113,420,4222,3383,1893,288,0,1029,0,21,152,839,1577,1126,451,1126,642,484,451,273,10,0,94,0,11,63,223,72
650603,06037650603,1276241,0,3791,7693.409,0.492759426,0.4927594,0.4927594,0,3791,1519,283,0,1617,0,117,255,3791,3462,1395,283,0,1617,0,21,146,329,1521,1002,519,1002,433,569,519,210,41,0,162,0,88,18,210,97
650604,06037650604,515410,0,5712,28703.38,0.199000922,0.1990009,0.1990009,0,5712,1828,198,76,2095,69,315,1131,5712,4392,1479,198,66,2078,69,0,502,1320,2693,204,2489,204,14,190,2489,959,87,10,824,69,130,410,822,347
650605,06037650605,484186,3639,2845,15218.36,0.186945268,0.1883503,0.1869453,0.001405026,2845,987,107,0,1295,0,196,260,2845,2356,855,34,0,1295,0,0,172,489,1034,282,752,282,121,161,752,282,49,0,271,0,79,71,262,179
650606,06037650606,733350,0,4436,15666.72,0.28314803,0.283148,0.283148,0,4436,1345,340,17,2063,0,259,412,4436,3784,1186,340,0,2063,0,6,189,652,1745,152,1593,152,78,74,1593,528,109,0,649,0,145,162,487,251
650607,06037650607,505720,0,2736,14012.12,0.195259592,0.1952596,0.1952596,0,2736,579,355,0,1286,0,309,207,2736,2538,579,355,0,1286,0,162,156,198,1105,350,755,350,100,250,755,250,97,0,158,0,139,111,250,110
650701,06037650701,2006328,0,2569,3316.347,0.774647605,0.7746476,0.7746476,0,2569,1336,38,6,843,9,92,245,2569,2174,1186,33,0,843,9,0,103,395,970,810,160,810,478,332,160,94,0,0,50,0,0,16,76,34
650702,06037650702,1398966,0,4710,8719.899,0.540143815,0.5401438,0.5401438,0,4710,2484,13,0,1439,0,98,676,4710,3971,2229,13,0,1315,0,26,388,739,1638,1374,264,1374,836,538,264,168,0,0,73,0,0,23,159,47
650801,06037650801,740707,0,4082,14273.3,0.285988584,0.2859886,0.2859886,0,4082,836,77,0,2885,0,223,61,4082,3711,674,77,0,2885,0,16,59,371,1618,886,732,886,236,650,732,224,22,0,422,0,64,0,169,119
650802,06037650802,547740,0,3367,15920.86,0.211483605,0.2114836,0.2114836,0,3367,696,42,0,2257,0,238,134,3367,3055,669,42,0,2257,0,0,87,312,1318,812,506,812,295,517,506,102,0,0,391,0,13,0,75,40
650901,06037650901,3545230,0,5111,3733.87,1.368821014,1.368821,1.368821,0,5111,2137,380,0,1599,0,384,611,5111,3717,1472,380,0,1582,0,0,283,1394,2254,1012,1242,1012,466,546,1242,460,106,0,484,0,135,57,343,292
650903,06037650903,1058604,0,5188,12693,0.408729307,0.4087293,0.4087293,0,5188,1779,169,0,1227,0,1515,498,5188,2850,1201,169,0,1167,0,31,282,2338,1804,688,1116,688,340,348,1116,475,0,0,228,0,323,90,396,438
650904,06037650904,934808,0,2647,7333.804,0.360931402,0.3609314,0.3609314,0,2647,443,63,39,1585,10,182,325,2647,2374,443,63,39,1585,10,30,204,273,982,505,477,505,114,391,477,133,2,39,270,0,33,0,133,33
651001,06037651001,1416729,1784,5437,9939.632,0.547002148,0.5476909,0.5470021,0.000688806,5437,2468,167,46,1347,47,579,783,5437,3697,1884,167,0,1320,47,8,271,1740,1947,1510,437,1510,712,798,437,187,0,0,101,8,113,28,144,156
651002,06037651002,1184085,0,4873,10658.87,0.457177794,0.4571778,0.4571778,0,4873,1625,129,6,2027,20,405,661,4873,3810,1373,129,0,2018,20,0,270,1063,1774,1064,710,1064,406,658,710,217,43,0,274,0,94,82,195,142
651101,06037651101,5571430,2404,4639,2156.53,2.151141241,2.152069,2.151141,0.00092819,4639,1712,115,87,2049,0,383,293,4639,4120,1653,115,87,2040,0,10,215,519,1763,1012,751,1012,541,471,751,288,33,37,282,0,89,22,288,98
651102,06037651102,839418,0,3653,11271.17,0.324101116,0.3241011,0.3241011,0,3653,1767,110,0,1330,0,164,282,3653,3335,1721,110,0,1303,0,18,183,318,1749,967,782,967,547,420,782,303,49,0,309,0,51,70,295,88
651201,06037651201,1742825,0,4797,7128.755,0.672908523,0.6729085,0.6729085,0,4797,2660,23,0,1473,0,47,594,4797,4220,2403,23,0,1473,0,0,321,577,1689,1443,246,1443,995,448,246,78,0,0,152,0,0,16,78,16
651221,06037651221,696232,0,3912,14552.67,0.268816689,0.2688167,0.2688167,0,3912,1191,209,8,1747,0,124,633,3912,3100,1037,209,8,1681,0,11,154,812,1474,551,923,551,211,340,923,399,78,8,285,0,19,134,310,212
651222,06037651222,1503295,26109,6091,10494.03,0.580425469,0.5905062,0.5804254,0.01008074,6091,2910,224,30,1853,0,357,717,6091,4905,2569,210,0,1853,0,0,273,1186,2383,682,1701,682,428,254,1701,819,138,0,481,0,129,134,713,303
651302,06037651302,2388217,0,5896,6394.13,0.922095778,0.9220958,0.9220958,0,5896,3946,137,0,1031,0,176,606,5896,5209,3648,137,0,1031,0,38,355,687,2213,1611,602,1611,930,681,602,428,41,0,72,0,0,61,428,20
651304,06037651304,1431124,808062,5135,9293.107,0.552560089,0.8645546,0.5525601,0.3119945,5135,3199,0,264,988,0,160,524,5135,4545,2976,0,250,969,0,0,350,590,2516,1299,1217,1299,897,402,1217,913,0,14,137,0,86,67,879,147
651401,06037651401,1005692,0,2524,6500.131,0.388299869,0.3882999,0.3882999,0,2524,1225,51,13,914,0,56,265,2524,2267,1187,16,0,914,0,28,122,257,1254,716,538,716,394,322,538,240,45,0,243,0,0,10,216,69
651402,06037651402,1827855,1183,5842,8277.851,0.705738791,0.7061955,0.7057388,0.000456759,5842,2030,107,100,2492,0,446,667,5842,4843,1604,107,100,2492,0,24,516,999,2103,1072,1031,1072,377,695,1031,428,97,41,351,0,43,71,371,100
670001,06037670001,939137,0,3698,10198.49,0.362602838,0.3626028,0.3626028,0,3698,1608,178,0,620,0,884,408,3698,2259,1205,178,0,600,0,43,233,1439,1338,809,529,809,318,491,529,279,36,0,45,0,169,0,272,157
670002,06037670002,866932,0,3581,10698.36,0.334724331,0.3347243,0.3347243,0,3581,1939,135,71,633,21,299,483,3581,2102,1126,133,18,633,21,0,171,1479,1443,510,933,510,214,296,933,466,101,23,157,15,34,137,331,312
670003,06037670003,1496095,0,5984,10359.29,0.577645533,0.5776455,0.5776455,0,5984,3684,56,0,1336,102,296,510,5984,5039,3466,28,0,1270,102,0,173,945,2352,1291,1061,1291,973,318,1061,684,0,0,241,11,65,60,597,201
670101,06037670101,1101060,0,3240,7621.348,0.425121661,0.4251217,0.4251217,0,3240,1699,311,0,301,0,324,605,3240,1894,959,311,0,301,0,0,323,1346,1208,585,623,585,333,252,623,314,74,0,50,0,67,118,147,234
670102,06037670102,549502,0,4159,19602.77,0.212163917,0.2121639,0.2121639,0,4159,1641,339,0,865,0,988,326,4159,2478,988,339,0,865,0,38,248,1681,1549,442,1107,442,187,255,1107,390,110,0,236,0,231,140,252,386
670201,06037670201,4873145,8019,3625,1926.622,1.881531884,1.884628,1.881532,0.003096153,3625,2510,92,0,416,0,278,329,3625,3152,2364,92,0,416,0,50,230,473,1416,1163,253,1163,811,352,253,207,14,0,21,0,0,11,207,11
670202,06037670202,2984028,0,2568,2228.896,1.152139701,1.15214,1.15214,0,2568,1742,3,0,570,0,42,211,2568,2194,1483,3,0,570,0,0,138,374,814,759,55,759,494,265,55,32,0,0,8,0,0,15,32,6
670324,06037670324,4744796,588420,5505,3004.952,1.831976055,2.059166,1.831976,0.2271902,5505,3910,54,0,1179,0,6,356,5505,5405,3894,54,0,1179,0,0,278,100,2162,1864,298,1864,1466,398,298,244,0,0,54,0,0,0,244,0
670326,06037670326,4038741,510448,3303,2118.168,1.559366684,1.756452,1.559367,0.1970851,3303,2039,0,4,972,0,7,281,3303,3094,1960,0,4,972,0,0,158,209,1352,1268,84,1268,798,470,84,48,0,0,30,0,0,6,48,0
670328,06037670328,3585614,1405510,4411,3186.187,1.384413364,1.927084,1.384413,0.5426705,4411,2602,328,0,1165,0,0,316,4411,4226,2424,328,0,1165,0,0,309,185,1609,1429,180,1429,916,513,180,157,0,0,23,0,0,0,115,42
670405,06037670405,1499527,0,2715,4689.357,0.578970636,0.5789706,0.5789706,0,2715,1468,73,0,1048,0,28,98,2715,2641,1414,73,0,1048,0,28,78,74,1134,896,238,896,555,341,238,187,0,0,42,0,0,9,187,0
670406,06037670406,1188202,0,1727,3764.435,0.458767377,0.4587674,0.4587674,0,1727,624,153,7,741,0,15,187,1727,1716,624,153,7,741,0,11,180,11,611,569,42,569,268,301,42,16,0,0,26,0,0,0,16,0
